"a_o_creacion","mes_creacion","tipo_entidad","codigo_entidad","instancia_recepcion","motivo","producto","departamento","municipio","cantidad_quejas_recibidas"
"2026","3","1","7","Entidad vigilada","Falta de trazabilidad en la transferencia","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","17"
"2026","3","1","39","Entidad vigilada","Revisión y/o liquidación de productos","Tarjetas de crédito","HUILA","NEIVA","1"
"2026","3","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","MEDELLÍN","4"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CUNDINAMARCA","MADRID","2"
"2026","3","1","7","Entidad vigilada","Demora o no aplicación del pago","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","4"
"2026","3","1","39","Entidad vigilada","Revisión y/o liquidación de productos","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","3","22","8","Entidad vigilada","Error en la aplicación del pago","Créditos de vivienda","CUNDINAMARCA","SOACHA","1"
"2026","3","1","7","Entidad vigilada","Dificultad en el acceso a la información","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","301"
"2026","3","1","2","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","43"
"2026","3","1","30","Entidad vigilada","Cobro por operaciones fallidas en cajeros electrónicos","Cuenta de ahorro","CASANARE","YOPAL","1"
"2026","3","1","7","Entidad vigilada","Inconformidades relacionadas con el proceso de cobranza","Créditos de vivienda","ANTIOQUIA","MEDELLÍN","2"
"2026","3","1","39","Entidad vigilada","Inconsistencias en el movimiento y saldo total del producto","Depósitos de bajo monto inclusivos (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","3","1","7","Entidad vigilada","Incumplimiento en entrega y activación de tarjetas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","7","Superintendencia Financiera de Colombia","No disponibilidad o fallas de los canales de atención","Cuenta de ahorro","HUILA","PITALITO","1"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","VALLE DEL CAUCA","TULUÁ","1"
"2026","3","1","43","Entidad vigilada","Transferencias no ejecutadas","Otros productos de Establecimientos de Crédito y SEDPE","BOLÍVAR","SANTA ROSA","1"
"2026","3","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CAUCA","POPAYÁN","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","RISARALDA","PEREIRA","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta corriente","CUNDINAMARCA","COTA","1"
"2026","3","22","8","Entidad vigilada","Error en la aplicación del pago","Créditos de vivienda",,,"1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","29"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","CUNDINAMARCA","SOACHA","2"
"2026","3","1","1","Entidad vigilada","Revisión y/o liquidación de productos","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","65","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","14","7","Entidad vigilada","Demora en la autorización de servicios","Seguro de salud","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","RISARALDA","PEREIRA","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CÓRDOBA","SAN ANTERO","1"
"2026","3","128","6","Entidad vigilada","Demora o no aplicación del pago","Otros productos de Fiduciarias","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","3","1","7","Superintendencia Financiera de Colombia","Transferencias erradas o duplicadas","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","7","Entidad vigilada","Reporte injustificado a centrales de riesgo","Creditos de consumo","ANTIOQUIA","MEDELLÍN","3"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","NORTE DE SANTANDER","SAN JOSÉ DE CÚCUTA","3"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","HUILA","PITALITO","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","NARIÑO","PASTO","1"
"2026","3","1","7","Entidad vigilada","Revisión y/o liquidación de productos","Créditos de vivienda","ANTIOQUIA","MEDELLÍN","3"
"2026","3","1","7","Entidad vigilada","Transferencias no ejecutadas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","MEDELLÍN","1"
"2026","3","14","23","Otra (remisión por competencia)","Demora en la autorización de servicios","Seguro de riesgos laborales","CUNDINAMARCA","FUNZA","1"
"2026","3","1","6","Superintendencia Financiera de Colombia","Transacción no reconocida","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","VALLE DEL CAUCA","CALI","1"
"2026","3","1","39","Entidad vigilada","Transacción mal aplicada","Tarjetas de crédito","ATLÁNTICO","SOLEDAD","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","CUNDINAMARCA","PACHO","1"
"2026","3","1","1","Superintendencia Financiera de Colombia","INCOSISTENCIAS EN EL MOVIMIENTO O SALDO TOTAL DEL PRODUCTO, DESCUENTOS O COBROS INJUSTIFICADOS O INOPORTUNOS","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ATLÁNTICO","BARRANQUILLA","3"
"2026","3","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","RISARALDA","SANTA ROSA DE CABAL","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","ANTIOQUIA","BELLO","1"
"2026","3","1","7","Entidad vigilada","Inconsistencias en el movimiento y saldo total del producto","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CESAR","VALLEDUPAR","1"
"2026","3","1","43","Entidad vigilada","Transferencias no ejecutadas","Otros productos de Establecimientos de Crédito y SEDPE","BOLÍVAR","SAN PABLO","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","ANTIOQUIA","MEDELLÍN","8"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","TOLIMA","IBAGUÉ","2"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","SUCRE","SINCELEJO","2"
"2026","3","1","39","Entidad vigilada","Inadecuado tratamiento de datos personales","Otros productos de Establecimientos de Crédito y SEDPE","VALLE DEL CAUCA","CALI","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CUNDINAMARCA","TENJO","1"
"2026","3","1","39","Entidad vigilada","Transacción mal aplicada","Tarjetas de crédito","CUNDINAMARCA","SOACHA","1"
"2026","3","1","43","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Cuenta de ahorro","LA GUAJIRA","FONSECA","1"
"2026","3","1","7","Entidad vigilada","Inconsistencias en los pagos a terceros","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","MEDELLÍN","2"
"2026","3","1","7","Entidad vigilada","Demora en la atención o en el servicio requerido","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","5"
"2026","3","1","1","Superintendencia Financiera de Colombia","Revisión y/o liquidación de productos","Creditos de consumo","VALLE DEL CAUCA","CALI","1"
"2026","3","4","124","Entidad vigilada","Transferencias no ejecutadas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","SANTANDER","BUCARAMANGA","3"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CÓRDOBA","MONTERÍA","2"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","MAGDALENA","PLATO","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","VALLE DEL CAUCA","PALMIRA","1"
"2026","3","13","18","Entidad vigilada","Demora o no entrega del contrato o de la póliza","Seguro de responsabilidad civil","BOLÍVAR","CARTAGENA DE INDIAS","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","META","VILLAVICENCIO","4"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","SANTANDER","GIRÓN","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","NARIÑO","PASTO","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Tarjetas de crédito","ANTIOQUIA","MEDELLÍN","9"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Cuenta de ahorro","SUCRE","COVEÑAS","1"
"2026","3","1","7","Entidad vigilada","Inconformidades relacionadas con el proceso de cobranza","Tarjetas de crédito","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","7","Entidad vigilada","Información inoportuna","Creditos de consumo","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","43","Entidad vigilada","Transferencias no ejecutadas","Otros productos de Establecimientos de Crédito y SEDPE","TOLIMA","NATAGAIMA","1"
"2026","3","1","56","Entidad vigilada","Cobro por operaciones fallidas en cajeros electrónicos","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","56","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","7"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOYACÁ","SORACÁ","1"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","VALLE DEL CAUCA","LA UNIÓN","2"
"2026","3","13","44","Entidad vigilada","Cobros a póliza terminada","Seguro de sustracción","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","43","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Cuenta de ahorro","HUILA","CAMPOALEGRE","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito",,,"1"
"2026","3","1","7","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","5"
"2026","3","1","39","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","7","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ATLÁNTICO","BARRANQUILLA","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","CUNDINAMARCA","MADRID","1"
"2026","3","13","18","Entidad vigilada","Inadecuado tratamiento de datos personales","Seguro Obligatorio de Accidentes de Tránsito (SOAT)","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOYACÁ","TUNJA","2"
"2026","3","1","7","Entidad vigilada","Transferencias no ejecutadas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","VALLE DEL CAUCA","CALI","1"
"2026","3","1","43","Entidad vigilada","Apertura de cuenta única de campañas políticas","Cuenta de ahorro","NORTE DE SANTANDER","SAN JOSÉ DE CÚCUTA","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","QUINDÍO","ARMENIA","1"
"2026","3","128","6","Entidad vigilada","Demora o no aplicación del pago","Depósitos ordinarios (Capítulo II del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","5"
"2026","3","1","43","Entidad vigilada","Transferencias no ejecutadas","Otros productos de Establecimientos de Crédito y SEDPE","BOYACÁ","GUAYATÁ","1"
"2026","3","1","39","Entidad vigilada","Transacción mal aplicada","Cuenta de ahorro","ATLÁNTICO","BARRANQUILLA","1"
"2026","1","1","39","Entidad vigilada","Inconsistencia en el cobro de comisiones - Descuentos injustificados","Créditos comerciales","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","14","11","Entidad vigilada","Actualización equivocada de datos personales","Seguro de vida individual","ANTIOQUIA","MEDELLÍN","2"
"2026","1","1","39","Entidad vigilada","No disponibilidad o fallas de los canales de atención","Cuenta corriente","CALDAS","MANIZALES","1"
"2026","1","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","ANTIOQUIA","TÁMESIS","3"
"2026","1","1","39","Entidad vigilada","Revisión y/o liquidación de productos","Créditos de vivienda","CÓRDOBA","MONTERÍA","1"
"2026","1","1","43","Entidad vigilada","Información o asesoría incompleta y/o errada","Cuenta de ahorro","CESAR","AGUACHICA","1"
"2026","1","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","MAGDALENA","SITIONUEVO","1"
"2026","1","1","39","Defensor del consumidor financiero","Revisión y/o liquidación de productos","Otros productos de Establecimientos de Crédito y SEDPE","SANTANDER","GIRÓN","1"
"2026","1","22","8","Entidad vigilada","Información incompleta y/o errada en la ejecución","Créditos de vivienda","TOLIMA","IBAGUÉ","3"
"2026","1","22","8","Entidad vigilada","Error en la aplicación del pago","Créditos de vivienda","VALLE DEL CAUCA","TULUÁ","2"
"2026","1","1","39","Defensor del consumidor financiero","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","META","VILLAVICENCIO","2"
"2026","1","1","39","Entidad vigilada","No disponibilidad o fallas de los canales de atención","Tarjetas de crédito","CESAR","VALLEDUPAR","1"
"2026","1","14","11","Entidad vigilada","Demora o no aplicación del recaudo","Seguro de salud","ANTIOQUIA","COPACABANA","1"
"2026","1","1","39","Entidad vigilada","Información incompleta o confusa para la transferencia","Cuenta de ahorro","CALDAS","ANSERMA","1"
"2026","1","1","43","Entidad vigilada","Inconsistencias en los pagos a terceros","Cuenta de ahorro","CAQUETÁ","VALPARAÍSO","1"
"2026","1","14","11","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Seguro de riesgos laborales","TOLIMA","IBAGUÉ","5"
"2026","1","1","43","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Cuenta de ahorro","HUILA","NEIVA","3"
"2026","1","22","8","Entidad vigilada","Retiro de aportes - Fallas o inconsistencia en el proceso de retiro de cesantías","Cesantías","GUAVIARE","SAN JOSÉ DEL GUAVIARE","2"
"2026","1","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","RISARALDA","MARSELLA","4"
"2026","1","1","39","Entidad vigilada","No disponibilidad o fallas de los canales de atención","Cuenta de ahorro","CÓRDOBA","MONTERÍA","3"
"2026","1","14","11","Entidad vigilada","Demora o no cancelación de la póliza","Seguro de salud","ANTIOQUIA","MEDELLÍN","12"
"2026","1","14","11","Entidad vigilada","Error en la aplicación del pago","Seguro de salud","BOLÍVAR","CARTAGENA DE INDIAS","1"
"2026","1","1","43","Entidad vigilada","Demora o no aplicación del pago","Tarjetas de crédito","CALDAS","SALAMINA","1"
"2026","1","1","49","Superintendencia Financiera de Colombia","Transacción no reconocida","Cuenta corriente","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","1","23","Defensor del consumidor financiero","Inconformidades relacionadas con el proceso de cobranza","Leasing operativo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","4"
"2026","1","1","49","Entidad vigilada","Inconformidades relacionadas con el proceso de cobranza","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","21"
"2026","1","1","39","Entidad vigilada","Otros motivos","Cuenta de ahorro","ANTIOQUIA","ITAGÜÍ","1"
"2026","1","14","11","Entidad vigilada","Otros motivos","Seguro de salud","BOGOTÁ, D.C.","BOGOTÁ, D.C.","7"
"2026","1","1","39","Entidad vigilada","Errores en el contenido de la información en informes, extractos o reportes.","Tarjetas de crédito","ANTIOQUIA","MEDELLÍN","54"
"2026","1","1","43","Entidad vigilada","Inconsistencias en el movimiento y saldo total del producto","Créditos comerciales","CASANARE","PAZ DE ARIPORO","1"
"2026","1","1","49","Entidad vigilada","Inconsistencia en el cobro de gastos","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","1","39","Defensor del consumidor financiero","Transacción no reconocida","Otros productos de Establecimientos de Crédito y SEDPE","CAQUETÁ","FLORENCIA","2"
"2026","1","13","5","Entidad vigilada","Póliza terminada sin justificación","Seguro de accidentes personales","ANTIOQUIA","MEDELLÍN","1"
"2026","1","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","QUINDÍO","ARMENIA","96"
"2026","1","4","128","Entidad vigilada","Otros motivos","Cuenta de ahorro","ATLÁNTICO","SOLEDAD","1"
"2026","1","14","23","Otra (remisión por competencia)","Demora o no aplicación del recaudo","Seguro de riesgos laborales","CÓRDOBA","MONTERÍA","1"
"2026","1","127","5","Entidad vigilada","Error en la liquidación o pago erróneo","Planilla integrada de liquidación de aportes","ANTIOQUIA","MEDELLÍN","4"
"2026","1","1","56","Entidad vigilada","Demora o no aplicación del pago","Tarjetas de crédito","SANTANDER","BUCARAMANGA","2"
"2026","1","13","27","Superintendencia Financiera de Colombia","Incrementos no pactados o informados de la prima","Otros productos de seguros","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","1","60","Defensor del consumidor financiero","No entrega de paz y salvo","Microcrédito","ATLÁNTICO","BARRANQUILLA","1"
"2026","1","13","33","Defensor del consumidor financiero","Información o asesoría incompleta y/o errada","Seguro de automóviles","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","14","4","Entidad vigilada","Demora en dictamen de calificación de pérdida de capacidad laboral o enfermedad grave","Seguro de riesgos laborales","CALDAS","MANIZALES","2"
"2026","1","13","6","Superintendencia Financiera de Colombia","SUPLANTACIÓN O FRAUDE","Seguro colectivo de vida","VALLE DEL CAUCA","CALI","1"
"2026","1","4","128","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Cuenta de ahorro","SANTANDER","BUCARAMANGA","1"
"2026","1","14","4","Entidad vigilada","Demora en el pago de la indemnización o suma asegurada","Seguro educativo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","1","43","Entidad vigilada","Inconsistencias en el movimiento y saldo total del producto","Tarjetas de crédito","SANTANDER","GÁMBITA","1"
"2026","1","1","60","Entidad vigilada","Reporte injustificado a centrales de riesgo","Microcrédito","VALLE DEL CAUCA","CARTAGO","1"
"2026","1","14","4","Entidad vigilada","Demora en la prestación del servicio","Seguro de salud","SANTANDER","BUCARAMANGA","2"
"2026","1","1","53","Entidad vigilada","Falta de trazabilidad en la transferencia","Cuenta de ahorro","CUNDINAMARCA","MOSQUERA","1"
"2026","1","1","62","Superintendencia Financiera de Colombia","Revisión y/o liquidación de productos","Microcrédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","127","5","Entidad vigilada","Error en la liquidación o pago erróneo","Planilla integrada de liquidación de aportes","NORTE DE SANTANDER","OCAÑA","1"
"2026","1","4","117","Entidad vigilada","Información o asesoría incompleta y/o errada","Créditos de vivienda","VALLE DEL CAUCA","JAMUNDÍ","1"
"2026","1","4","122","Entidad vigilada","Revisión y/o liquidación de productos","Creditos de consumo","VALLE DEL CAUCA","BUENAVENTURA","1"
"2026","1","14","16","Superintendencia Financiera de Colombia","Demora en atención del siniestro","Seguro de vida grupo","ARAUCA","ARAUCA","2"
"2026","1","1","23","Superintendencia Financiera de Colombia","OTROS","Otros productos de Establecimientos de Crédito y SEDPE","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","13","5","Entidad vigilada","Demora o no cancelación de la póliza","Seguro de accidentes personales","BOGOTÁ, D.C.","BOGOTÁ, D.C.","5"
"2026","1","13","24","Otra (remisión por competencia)","Demora o no emisión de la póliza","Seguro Obligatorio de Accidentes de Tránsito (SOAT)","VALLE DEL CAUCA","PALMIRA","1"
"2026","1","1","67","Entidad vigilada","Información o asesoría incompleta y/o errada","Otros productos de Establecimientos de Crédito y SEDPE","BOGOTÁ, D.C.","BOGOTÁ, D.C.","5"
"2026","1","1","63","Entidad vigilada","Incumplimiento en entrega y activación de tarjetas","Tarjetas de crédito","ATLÁNTICO","BARRANQUILLA","1"
"2026","1","13","1","Entidad vigilada","No prestación del servicio","Seguro de hogar","ANTIOQUIA","MEDELLÍN","1"
"2026","1","14","7","Entidad vigilada","Demora en la definición de indemnización","Seguro Obligatorio de Accidentes de Tránsito (SOAT)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","1","39","Entidad vigilada","Inconsistencia en el cobro de comisiones - Descuentos injustificados","Tarjetas de crédito","ANTIOQUIA","MEDELLÍN","4"
"2026","1","14","11","Entidad vigilada","Demora en el pago de la indemnización o suma asegurada","Seguro de salud","CUNDINAMARCA","CAJICÁ","1"
"2026","1","5","38","Defensor del consumidor financiero","Errores en el contenido de la información en informes, extractos o reportes.","Fiducia de administración","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","5","38","Entidad vigilada","Información incompleta y/o errada en la ejecución","Fiducia inmobiliaria","BOLÍVAR","CARTAGENA DE INDIAS","1"
"2026","1","23","3","Superintendencia Financiera de Colombia","BLOQUEOS, NO CANCELACIÓN O CANCELACIÓN NO SOLICITADA DE LOS PRODUCTOS","Otros Productos de Pensiones y Cesantías","ATLÁNTICO","BARRANQUILLA","1"
"2026","1","23","10","Entidad vigilada","Otros motivos","Pensiones obligatorias - Vejez","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","1","68","Entidad vigilada","Demora en la atención o en el servicio requerido","Microcrédito","META","PUERTO GAITÁN","1"
"2026","1","23","3","Defensor del consumidor financiero","Reconocimiento de prestaciones económicas - Demora en la definición del trámite de la prestación económica","Pensiones obligatorias - Invalidez","BOGOTÁ, D.C.","BOGOTÁ, D.C.","4"
"2026","1","14","7","Defensor del consumidor financiero","Demora en la definición de indemnización","Seguro de vida grupo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","13","18","Entidad vigilada","Error en la facturación o cobro no pactado","Seguro de cumplimiento","ANTIOQUIA","ENVIGADO","1"
"2026","1","23","10","Entidad vigilada","Asesoría - Inconformidad en el proceso de asesoría para el traslado de recursos o saldos a BEPS","Pensiones obligatorias - Vejez","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","4","128","Superintendencia Financiera de Colombia","Revisión proceso de aplicación de alternativas de normalización de créditos","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","1","65","Superintendencia Financiera de Colombia","Inconformidad por cobros de terceros","Creditos de consumo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","4","117","Entidad vigilada","Omisión o envío tardío o inoportuno de informes, extractos o reportes a los que esté obligada la entidad.","Créditos de vivienda","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","1","67","Entidad vigilada","Transacción mal aplicada","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","16"
"2026","1","5","12","Otra (remisión por competencia)","Reconocimiento de prestaciones económicas - Inconformidad frente al pago de la prestación económica","Fiducia de administración","CALDAS","LA DORADA","1"
"2026","1","1","7","Superintendencia Financiera de Colombia","INCOSISTENCIAS EN EL MOVIMIENTO O SALDO TOTAL DEL PRODUCTO, DESCUENTOS O COBROS INJUSTIFICADOS O INOPORTUNOS","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","4","124","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","6"
"2026","1","13","6","Entidad vigilada","Póliza terminada sin justificación","Seguro de automóviles","BOGOTÁ, D.C.","BOGOTÁ, D.C.","4"
"2026","1","14","25","Entidad vigilada","Demora o no modificación de la póliza","Seguro de riesgos laborales","BOGOTÁ, D.C.","BOGOTÁ, D.C.","57"
"2026","1","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","LA CEJA","1"
"2026","1","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ARAUCA","TAME","7"
"2026","1","23","10","Defensor del consumidor financiero","Recaudo de aportes - Demora o inconsistencias en el proceso de acreditación","Pensiones obligatorias - Vejez","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","1","1","Defensor del consumidor financiero","Mal trato por parte de un funcionario","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","LA GUAJIRA","ALBANIA","3"
"2026","1","1","7","Entidad vigilada","Errores en la resolución de quejas, reclamos o peticiones.","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","NARIÑO","PASTO","2"
