"a_o_creacion","mes_creacion","tipo_entidad","codigo_entidad","instancia_recepcion","motivo","producto","departamento","municipio","cantidad_quejas_recibidas"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","MAGDALENA","SANTA MARTA","7"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CÓRDOBA","SAHAGÚN","1"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","ANTIOQUIA","MEDELLÍN","52"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","MAGDALENA","SANTA MARTA","2"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Cuenta de ahorro","VALLE DEL CAUCA","CALI","4"
"2026","3","5","20","Entidad vigilada","Inconsistencias en los pagos a terceros","Fiducia de administración","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","3","1","7","Superintendencia Financiera de Colombia","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","56","Entidad vigilada","Transacción mal aplicada","Cuenta de ahorro","CUNDINAMARCA","CHÍA","1"
"2026","3","23","10","Entidad vigilada","Bono Pensional - Demoras o inconsistencias en el proceso del bono pensional o cuota parte","Pensiones obligatorias - Vejez","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","7","Entidad vigilada","Inconsistencias en los pagos a terceros","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","BOLÍVAR","CARTAGENA DE INDIAS","2"
"2026","3","14","33","Entidad vigilada","Demora en la atención o en el servicio requerido","Seguro de riesgos laborales","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","30","Entidad vigilada","Cobro por operaciones fallidas en cajeros electrónicos","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","9"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","VALLE DEL CAUCA","BUENAVENTURA","1"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","YONDÓ","1"
"2026","3","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","META","VILLAVICENCIO","1"
"2026","3","25","14","Entidad vigilada","Otros motivos","Pensiones obligatorias - Vejez","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","CUNDINAMARCA","SIBATÉ","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","QUINDÍO","ARMENIA","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","HUILA","GARZÓN","1"
"2026","3","13","44","Entidad vigilada","Vinculación no autorizada","Seguro de sustracción","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","13","24","Superintendencia Financiera de Colombia","Demora en el pago de la indemnización o suma asegurada","Seguro Obligatorio de Accidentes de Tránsito (SOAT)","META","VILLAVICENCIO","1"
"2026","3","1","39","Entidad vigilada","Otros motivos","Otros productos de Establecimientos de Crédito y SEDPE","BOGOTÁ, D.C.","BOGOTÁ, D.C.","7"
"2026","3","1","7","Superintendencia Financiera de Colombia","Inconsistencias en el movimiento y saldo total del producto","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","1"
"2026","3","128","6","Entidad vigilada","Remesas","Depósitos ordinarios (Capítulo II del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","56","Entidad vigilada","Incumplimiento de los términos del contrato","Tarjetas de crédito","CUNDINAMARCA","GIRARDOT","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Cuenta de ahorro","CUNDINAMARCA","SOACHA","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","BOYACÁ","DUITAMA","1"
"2026","3","13","1","Entidad vigilada","Inconformidad con el servicio prestado por el proveedor","Seguro de automóviles","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","7","Entidad vigilada","Omisión o envío tardío o inoportuno de informes, extractos o reportes a los que esté obligada la entidad.","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","2"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CALDAS","MANIZALES","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","SANTANDER","SABANA DE TORRES","1"
"2026","3","1","43","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Cuenta de ahorro","PUTUMAYO","PUERTO GUZMÁN","1"
"2026","3","1","7","Entidad vigilada","Inconsistencia en el cálculo y/o aplicación de impuestos","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","7","Superintendencia Financiera de Colombia","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","30","Entidad vigilada","Cobro por operaciones fallidas en cajeros electrónicos","Cuenta de ahorro","RISARALDA","DOSQUEBRADAS","1"
"2026","3","1","7","Superintendencia Financiera de Colombia","Inconformidad por bloqueo de productos","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","1","Entidad vigilada","Reporte injustificado a centrales de riesgo","Creditos de consumo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","7","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","3"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","CUNDINAMARCA","SIBATÉ","1"
"2026","3","1","39","Entidad vigilada","Inconsistencia en el cobro de comisiones - Descuentos injustificados","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","SANTANDER","GÜEPSA","1"
"2026","3","1","7","Entidad vigilada","Remesas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","JERICÓ","1"
"2026","3","1","43","Entidad vigilada","Reporte injustificado a centrales de riesgo","Créditos comerciales","PUTUMAYO","PUERTO ASÍS","1"
"2026","3","1","30","Entidad vigilada","Cobro por operaciones fallidas en cajeros electrónicos","Cuenta de ahorro","ATLÁNTICO","SOLEDAD","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ATLÁNTICO","BARRANQUILLA","11"
"2026","3","14","23","Superintendencia Financiera de Colombia","INCONFORMIDAD CON LA AUTORIZACIÓN, DEFINICIÓN, DICTÁMEN O DIAGNÓSTICO","Seguro de riesgos laborales","BOLÍVAR","CARTAGENA DE INDIAS","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Tarjetas de crédito","ANTIOQUIA","MEDELLÍN","2"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","NORTE DE SANTANDER","SAN JOSÉ DE CÚCUTA","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","SANTANDER","BUCARAMANGA","5"
"2026","3","1","43","Entidad vigilada","Inconsistencia en el cobro de comisiones - Descuentos injustificados","Cuenta de ahorro","MAGDALENA","ARIGUANÍ","1"
"2026","3","1","39","Entidad vigilada","Transacción mal aplicada","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","VICHADA","LA PRIMAVERA","1"
"2026","3","1","7","Entidad vigilada","Inconsistencias en los pagos a terceros","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","RIONEGRO","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOYACÁ","DUITAMA","1"
"2026","3","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","SUCRE","COROZAL","1"
"2026","3","1","7","Entidad vigilada","Inconformidades relacionadas con el proceso de cobranza","Creditos de consumo","ANTIOQUIA","MEDELLÍN","4"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CÓRDOBA","SAN ANDRÉS DE SOTAVENTO","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOYACÁ","TUNJA","1"
"2026","3","1","7","Entidad vigilada","Inconformidad con procesos internos de conocimiento del cliente y SARLAFT","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","6"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","BOYACÁ","DUITAMA","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CASANARE","YOPAL","1"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","RISARALDA","PEREIRA","3"
"2026","3","14","7","Entidad vigilada","Inconformidad con el servicio prestado por el proveedor","Seguro de salud","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","VALLE DEL CAUCA","CALI","1"
"2026","3","1","39","Entidad vigilada","Transacción mal aplicada","Cuenta de ahorro","LA GUAJIRA","FONSECA","1"
"2026","3","1","7","Entidad vigilada","Revisión y/o liquidación de productos","Créditos comerciales","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Cuenta corriente","ANTIOQUIA","MEDELLÍN","5"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","VALLE DEL CAUCA","DAGUA","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","VALLE DEL CAUCA","BUENAVENTURA","1"
"2026","3","1","43","Entidad vigilada","Reporte injustificado a centrales de riesgo","Créditos comerciales","BOLÍVAR","CARTAGENA DE INDIAS","1"
"2026","3","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","SAN ANDRÉS","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","META","PUERTO LÓPEZ","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Cuenta AFC","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","39","Entidad vigilada","Inconsistencias en el movimiento y saldo total del producto","Depósitos ordinarios (Capítulo II del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","7","Entidad vigilada","Inconsistencia en seguros","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","3"
"2026","3","1","7","Entidad vigilada","Inadecuado tratamiento de datos personales","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","6"
"2026","3","1","39","Entidad vigilada","Transacción mal aplicada","Créditos comerciales","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","RISARALDA","PEREIRA","2"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","MAGDALENA","SANTA MARTA","5"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","CAUCA","POPAYÁN","2"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","VALLE DEL CAUCA","GUADALAJARA DE BUGA","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CUNDINAMARCA","TOCANCIPÁ","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","ENVIGADO","1"
"2026","3","1","7","Entidad vigilada","Inconsistencia en seguros","Creditos de consumo","ANTIOQUIA","MEDELLÍN","2"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","MAGDALENA","SANTA MARTA","3"
"2026","3","127","2","Entidad vigilada","Error en la liquidación o pago erróneo","Planilla integrada de liquidación de aportes","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","23","10","Superintendencia Financiera de Colombia","Pago de prestaciones - Inconformidad con el cálculo o recálculo de la mesada pensional","Pensiones obligatorias - Vejez","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","ATLÁNTICO","BARRANQUILLA","4"
"2026","3","1","6","Entidad vigilada","Transferencias erradas o duplicadas","Cuenta de ahorro","BOYACÁ","COVARACHÍA","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","CUNDINAMARCA","TENJO","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","SANTANDER","BUCARAMANGA","3"
"2026","3","1","1","Superintendencia Financiera de Colombia","SUPLANTACIÓN O FRAUDE","Creditos de consumo","VALLE DEL CAUCA","CALI","1"
"2026","3","1","42","Entidad vigilada","No disponibilidad o fallas de los canales de atención","Tarjetas de crédito","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","7","Superintendencia Financiera de Colombia","Inconsistencias en el movimiento y saldo total del producto","Cuenta de ahorro","ATLÁNTICO","BARRANQUILLA","1"
"2026","3","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CÓRDOBA","PLANETA RICA","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","SUCRE","GALERAS","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ATLÁNTICO","SOLEDAD","2"
"2026","3","1","1","Entidad vigilada","Otros motivos","Creditos de consumo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","3","1","49","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","3","1","39","Entidad vigilada","Revisión y/o liquidación de productos","Leasing habitacional","VALLE DEL CAUCA","CALI","1"
"2026","3","1","7","Entidad vigilada","Cobro por operaciones fallidas en cajeros electrónicos","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","62"
"2026","3","1","2","Entidad vigilada","Demora o no aplicación del pago","Creditos de consumo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOLÍVAR","SAN ESTANISLAO","1"
"2026","3","1","7","Entidad vigilada","Información o asesoría incompleta y/o errada","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","136"
"2026","3","1","56","Entidad vigilada","Incumplimiento de los términos del contrato","Tarjetas de crédito","ANTIOQUIA","ENVIGADO","1"
"2026","3","1","7","Entidad vigilada","Inconsistencias en los pagos a terceros","Cuenta de ahorro","SANTANDER","BUCARAMANGA","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","SANTANDER","CHARALÁ","1"
"2026","3","22","8","Entidad vigilada","Rentabilidades - Inconformidad con la rentabilidad","Cesantías","SANTANDER","BARRANCABERMEJA","1"
"2026","3","1","39","Entidad vigilada","Otros motivos","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","3","1","2","Entidad vigilada","Otros motivos","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","7","Entidad vigilada","Demora en la atención o en el servicio requerido","Creditos de consumo","ANTIOQUIA","MEDELLÍN","2"
"2026","3","1","39","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Tarjetas de crédito","CESAR","VALLEDUPAR","1"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","HUILA","NEIVA","2"
"2026","3","1","39","Entidad vigilada","Reporte injustificado a centrales de riesgo","Otros productos de Establecimientos de Crédito y SEDPE","CAUCA","SANTANDER DE QUILICHAO","1"
"2026","3","1","43","Entidad vigilada","Inconsistencias en el movimiento y saldo total del producto","Créditos comerciales","PUTUMAYO","PUERTO GUZMÁN","1"
"2026","3","1","7","Entidad vigilada","Fallas en operaciones en moneda extranjera","Otros productos de Establecimientos de Crédito y SEDPE","ANTIOQUIA","MEDELLÍN","17"
"2026","3","1","7","Superintendencia Financiera de Colombia","Inconsistencias en los pagos a terceros","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","7","Entidad vigilada","Inconformidad por cobros de terceros","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","MAGDALENA","SANTA MARTA","1"
"2026","3","5","31","Entidad vigilada","Información inoportuna","Fiducia de administración","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","1","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","5"
"2026","3","1","7","Superintendencia Financiera de Colombia","Información o asesoría incompleta y/o errada","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","7","Entidad vigilada","Inconsistencia en el cálculo y/o aplicación de impuestos","Cuenta AFC","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","2","Entidad vigilada","Transacción no reconocida","Cuenta corriente","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","43","Entidad vigilada","Inconsistencia en la activación de llave","Otros productos de Establecimientos de Crédito y SEDPE","CASANARE","MANÍ","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","CALDAS","CHINCHINÁ","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto inclusivos (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","4"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CUNDINAMARCA","FUSAGASUGÁ","1"
"2026","3","1","43","Entidad vigilada","Transferencias no ejecutadas","Otros productos de Establecimientos de Crédito y SEDPE","TOLIMA","ROVIRA","1"
"2026","3","1","42","Entidad vigilada","Diferencia del producto expedido con el solicitado o cotizado o simulado","Tarjetas de crédito","VALLE DEL CAUCA","CALI","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","RISARALDA","SANTA ROSA DE CABAL","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","RISARALDA","DOSQUEBRADAS","1"
"2026","3","23","10","Entidad vigilada","Pago de prestaciones - No pago, pago tardío o suspensión de la mesada pensional","Pensiones obligatorias - Vejez","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","9"
"2026","3","1","39","Entidad vigilada","Otros motivos","Otros productos de Establecimientos de Crédito y SEDPE","TOLIMA","NATAGAIMA","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","TOLIMA","IBAGUÉ","2"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CAUCA","INZÁ","1"
"2026","3","1","39","Superintendencia Financiera de Colombia","Transacción no reconocida","Otros productos de Establecimientos de Crédito y SEDPE","ATLÁNTICO","BARRANQUILLA","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","SABANETA","1"
"2026","3","128","3","Entidad vigilada","Incumplimiento en entrega y activación de tarjetas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","BELLO","1"
"2026","3","1","39","Entidad vigilada","Otros motivos","Otros productos de Establecimientos de Crédito y SEDPE","VALLE DEL CAUCA","PALMIRA","1"
"2026","3","13","17","Superintendencia Financiera de Colombia","Demora en el pago de la indemnización o suma asegurada","Seguro Obligatorio de Accidentes de Tránsito (SOAT)","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","42","Entidad vigilada","Cobro por operaciones fallidas en cajeros electrónicos","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","3","5","12","Otra (remisión por competencia)","Reconocimiento de prestaciones económicas - Demora en la definición del trámite de la prestación económica","Pensiones obligatorias - Vejez","ANTIOQUIA","MEDELLÍN","1"
"2026","3","1","1","Superintendencia Financiera de Colombia","Revisión y/o liquidación de productos","Tarjetas de crédito","ANTIOQUIA","URRAO","1"
"2026","3","1","43","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Cuenta de ahorro","ATLÁNTICO","SOLEDAD","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOLÍVAR","CANTAGALLO","2"
"2026","3","1","43","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Cuenta de ahorro","VALLE DEL CAUCA","YUMBO","1"
"2026","3","1","7","Entidad vigilada","Demora en la atención o en el servicio requerido","Créditos de vivienda","ANTIOQUIA","MEDELLÍN","3"
"2026","3","1","43","Entidad vigilada","Transferencias no ejecutadas","Otros productos de Establecimientos de Crédito y SEDPE","CHOCÓ","QUIBDÓ","1"
"2026","3","1","56","Entidad vigilada","Inconsistencia en el cálculo y/o aplicación de impuestos","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","4"
"2026","3","1","7","Entidad vigilada","Error en la aplicación del pago","Cuenta corriente","ANTIOQUIA","MEDELLÍN","2"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","SANTANDER","LA BELLEZA","1"
"2026","3","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","CUNDINAMARCA","TENJO","1"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOLÍVAR","CANTAGALLO","1"
"2026","3","1","56","Superintendencia Financiera de Colombia","Otros motivos","Otros productos de Establecimientos de Crédito y SEDPE","SANTANDER","BUCARAMANGA","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Créditos de consumo de bajo monto","HUILA","NEIVA","1"
"2026","3","1","42","Superintendencia Financiera de Colombia","BLOQUEOS, NO CANCELACIÓN O CANCELACIÓN NO SOLICITADA DE LOS PRODUCTOS","Cuenta de ahorro","VALLE DEL CAUCA","PALMIRA","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CUNDINAMARCA","LA VEGA","1"
"2026","3","1","39","Entidad vigilada","Transacción mal aplicada","Tarjetas de crédito","ANTIOQUIA","BELLO","1"
"2026","3","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","VALLE DEL CAUCA","CALI","8"
"2026","3","1","7","Superintendencia Financiera de Colombia","Inconsistencia en seguros","Tarjetas de crédito","VALLE DEL CAUCA","CALI","1"
"2026","3","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ATLÁNTICO","BARRANQUILLA","1"
"2026","3","1","7","Entidad vigilada","Incumplimiento en entrega y activación de tarjetas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CÓRDOBA","SAHAGÚN","1"
"2026","3","1","39","Superintendencia Financiera de Colombia","Transacción no reconocida","Otros productos de Establecimientos de Crédito y SEDPE","ANTIOQUIA","BELLO","1"
"2026","3","1","7","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","SANTANDER","BARRANCABERMEJA","1"
"2026","3","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","MAGDALENA","CIÉNAGA","2"
"2026","3","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOLÍVAR","CARTAGENA DE INDIAS","2"
